Procedure Code Category,ICD-10 CODES,Procedure Code Descriptions
AVSD,031C0JF,"Bypass Left Radial Artery to Lower Arm Vein with Synthetic Substitute, Open Approach"
AVSD,031C0KF,"Bypass Left Radial Artery to Lower Arm Vein with Nonautologous Tissue Substitute, Open Approach"
AVSD,031C0ZF,"Bypass Left Radial Artery to Lower Arm Vein, Open Approach"
AVSD,05SB0ZZ,"Reposition Right Basilic Vein, Open Approach"
AVSD,05SB4ZZ,"Reposition Left Basilic Vein, Percutaneous Endoscopic Approach"
AVSD,05SC0ZZ,"Reposition Left Basilic Vein, Open Approach"
AVSD,05SC4ZZ,"Reposition Right Basilic Vein, Percutaneous Endoscopic Approach"
BILI,0F140D3,"Bypass Gallbladder to Duodenum with Intraluminal Device, Open Approach"
BILI,0F140D5,"Bypass Gallbladder to Right Hepatic Duct with Intraluminal Device, Open Approach"
BILI,0F140D6,"Bypass Gallbladder to Left Hepatic Duct with Intraluminal Device, Open Approach"
BILI,0F140D7,"Bypass Gallbladder to Caudate Hepatic Duct with Intraluminal Device, Open Approach"
BILI,0F140D8,"Bypass Gallbladder to Cystic Duct with Intraluminal Device, Open Approach"
BILI,0F140D9,"Bypass Gallbladder to Common Bile Duct with Intraluminal Device, Open Approach"
BILI,0F140Z3,"Bypass Gallbladder to Duodenum, Open Approach"
BILI,0F140Z5,"Bypass Gallbladder to Right Hepatic Duct, Open Approach"
BILI,0F140Z6,"Bypass Gallbladder to Left Hepatic Duct, Open Approach"
BILI,0F140Z7,"Bypass Gallbladder to Caudate Hepatic Duct, Open Approach"
BILI,0F140Z8,"Bypass Gallbladder to Cystic Duct, Open Approach"
BILI,0F140Z9,"Bypass Gallbladder to Common Bile Duct, Open Approach"
BILI,0F144D3,"Bypass Gallbladder to Duodenum with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F144D5,"Bypass Gallbladder to Right Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F144D6,"Bypass Gallbladder to Left Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F144D7,"Bypass Gallbladder to Caudate Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F144D8,"Bypass Gallbladder to Cystic Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F144D9,"Bypass Gallbladder to Common Bile Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F144Z3,"Bypass Gallbladder to Duodenum, Percutaneous Endoscopic Approach"
BILI,0F144Z5,"Bypass Gallbladder to Right Hepatic Duct, Percutaneous Endoscopic Approach"
BILI,0F144Z6,"Bypass Gallbladder to Left Hepatic Duct, Percutaneous Endoscopic Approach"
BILI,0F144Z7,"Bypass Gallbladder to Caudate Hepatic Duct, Percutaneous Endoscopic Approach"
BILI,0F144Z8,"Bypass Gallbladder to Cystic Duct, Percutaneous Endoscopic Approach"
BILI,0F144Z9,"Bypass Gallbladder to Common Bile Duct, Percutaneous Endoscopic Approach"
BILI,0F150D3,"Bypass Right Hepatic Duct to Duodenum with Intraluminal Device, Open Approach"
BILI,0F150D4,"Bypass Right Hepatic Duct to Stomach with Intraluminal Device, Open Approach"
BILI,0F150DB,"Bypass Right Hepatic Duct to Small Intestine with Intraluminal Device, Open Approach"
BILI,0F150Z3,"Bypass Right Hepatic Duct to Duodenum, Open Approach"
BILI,0F150Z4,"Bypass Right Hepatic Duct to Stomach, Open Approach"
BILI,0F150ZB,"Bypass Right Hepatic Duct to Small Intestine, Open Approach"
BILI,0F154D3,"Bypass Right Hepatic Duct to Duodenum with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F154D4,"Bypass Right Hepatic Duct to Stomach with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F154DB,"Bypass Right Hepatic Duct to Small Intestine with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F154Z3,"Bypass Right Hepatic Duct to Duodenum, Percutaneous Endoscopic Approach"
BILI,0F154Z4,"Bypass Right Hepatic Duct to Stomach, Percutaneous Endoscopic Approach"
BILI,0F154ZB,"Bypass Right Hepatic Duct to Small Intestine, Percutaneous Endoscopic Approach"
BILI,0F160D3,"Bypass Left Hepatic Duct to Duodenum with Intraluminal Device, Open Approach"
BILI,0F160D4,"Bypass Left Hepatic Duct to Stomach with Intraluminal Device, Open Approach"
BILI,0F160DB,"Bypass Left Hepatic Duct to Small Intestine with Intraluminal Device, Open Approach"
BILI,0F160Z3,"Bypass Left Hepatic Duct to Duodenum, Open Approach"
BILI,0F160Z4,"Bypass Left Hepatic Duct to Stomach, Open Approach"
BILI,0F160ZB,"Bypass Left Hepatic Duct to Small Intestine, Open Approach"
BILI,0F164D3,"Bypass Left Hepatic Duct to Duodenum with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F164D4,"Bypass Left Hepatic Duct to Stomach with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F164DB,"Bypass Left Hepatic Duct to Small Intestine with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F164Z3,"Bypass Left Hepatic Duct to Duodenum, Percutaneous Endoscopic Approach"
BILI,0F164Z4,"Bypass Left Hepatic Duct to Stomach, Percutaneous Endoscopic Approach"
BILI,0F164ZB,"Bypass Left Hepatic Duct to Small Intestine, Percutaneous Endoscopic Approach"
BILI,0F180D3,"Bypass Cystic Duct to Duodenum with Intraluminal Device, Open Approach"
BILI,0F180DB,"Bypass Cystic Duct to Small Intestine with Intraluminal Device, Open Approach"
BILI,0F180Z3,"Bypass Cystic Duct to Duodenum, Open Approach"
BILI,0F180ZB,"Bypass Cystic Duct to Small Intestine, Open Approach"
BILI,0F184D3,"Bypass Cystic Duct to Duodenum with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F184DB,"Bypass Cystic Duct to Small Intestine with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F184Z3,"Bypass Cystic Duct to Duodenum, Percutaneous Endoscopic Approach"
BILI,0F184ZB,"Bypass Cystic Duct to Small Intestine, Percutaneous Endoscopic Approach"
BILI,0F190D3,"Bypass Common Bile Duct to Duodenum with Intraluminal Device, Open Approach"
BILI,0F190DB,"Bypass Common Bile Duct to Small Intestine with Intraluminal Device, Open Approach"
BILI,0F190Z3,"Bypass Common Bile Duct to Duodenum, Open Approach"
BILI,0F190ZB,"Bypass Common Bile Duct to Small Intestine, Open Approach"
BILI,0F194D3,"Bypass Common Bile Duct to Duodenum with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F194DB,"Bypass Common Bile Duct to Small Intestine with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F194Z3,"Bypass Common Bile Duct to Duodenum, Percutaneous Endoscopic Approach"
BILI,0F194ZB,"Bypass Common Bile Duct to Small Intestine, Percutaneous Endoscopic Approach"
BILI,0F1D0D3,"Bypass Pancreatic Duct to Duodenum with Intraluminal Device, Open Approach"
BILI,0F1D0DB,"Bypass Pancreatic Duct to Small Intestine with Intraluminal Device, Open Approach"
BILI,0F1D0DC,"Bypass Pancreatic Duct to Large Intestine with Intraluminal Device, Open Approach"
BILI,0F1D0Z3,"Bypass Pancreatic Duct to Duodenum, Open Approach"
BILI,0F1D0ZB,"Bypass Pancreatic Duct to Small Intestine, Open Approach"
BILI,0F1D0ZC,"Bypass Pancreatic Duct to Large Intestine, Open Approach"
BILI,0F1D4D3,"Bypass Pancreatic Duct to Duodenum with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F1D4DB,"Bypass Pancreatic Duct to Small Intestine with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F1D4DC,"Bypass Pancreatic Duct to Large Intestine with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F1D4Z3,"Bypass Pancreatic Duct to Duodenum, Percutaneous Endoscopic Approach"
BILI,0F1D4ZB,"Bypass Pancreatic Duct to Small Intestine, Percutaneous Endoscopic Approach"
BILI,0F1D4ZC,"Bypass Pancreatic Duct to Large Intestine, Percutaneous Endoscopic Approach"
BILI,0F1F0D3,"Bypass Accessory Pancreatic Duct to Duodenum with Intraluminal Device, Open Approach"
BILI,0F1F0DB,"Bypass Accessory Pancreatic Duct to Small Intestine with Intraluminal Device, Open Approach"
BILI,0F1F0DC,"Bypass Accessory Pancreatic Duct to Large Intestine with Intraluminal Device, Open Approach"
BILI,0F1F0Z3,"Bypass Accessory Pancreatic Duct to Duodenum, Open Approach"
BILI,0F1F0ZB,"Bypass Accessory Pancreatic Duct to Small Intestine, Open Approach"
BILI,0F1F0ZC,"Bypass Accessory Pancreatic Duct to Large Intestine, Open Approach"
BILI,0F1F4D3,"Bypass Accessory Pancreatic Duct to Duodenum with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F1F4DB,"Bypass Accessory Pancreatic Duct to Small Intestine with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F1F4DC,"Bypass Accessory Pancreatic Duct to Large Intestine with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F1F4Z3,"Bypass Accessory Pancreatic Duct to Duodenum, Percutaneous Endoscopic Approach"
BILI,0F1F4ZB,"Bypass Accessory Pancreatic Duct to Small Intestine, Percutaneous Endoscopic Approach"
BILI,0F1F4ZC,"Bypass Accessory Pancreatic Duct to Large Intestine, Percutaneous Endoscopic Approach"
BILI,0F1G0D3,"Bypass Pancreas to Duodenum with Intraluminal Device, Open Approach"
BILI,0F1G0DB,"Bypass Pancreas to Small Intestine with Intraluminal Device, Open Approach"
BILI,0F1G0DC,"Bypass Pancreas to Large Intestine with Intraluminal Device, Open Approach"
BILI,0F1G0Z3,"Bypass Pancreas to Duodenum, Open Approach"
BILI,0F1G0ZB,"Bypass Pancreas to Small Intestine, Open Approach"
BILI,0F1G0ZC,"Bypass Pancreas to Large Intestine, Open Approach"
BILI,0F1G4D3,"Bypass Pancreas to Duodenum with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F1G4DB,"Bypass Pancreas to Small Intestine with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F1G4DC,"Bypass Pancreas to Large Intestine with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F1G4Z3,"Bypass Pancreas to Duodenum, Percutaneous Endoscopic Approach"
BILI,0F1G4ZB,"Bypass Pancreas to Small Intestine, Percutaneous Endoscopic Approach"
BILI,0F1G4ZC,"Bypass Pancreas to Large Intestine, Percutaneous Endoscopic Approach"
BILI,0F500ZZ,"Destruction of Liver, Open Approach"
BILI,0F504ZZ,"Destruction of Liver, Percutaneous Endoscopic Approach"
BILI,0F510ZZ,"Destruction of Right Lobe Liver, Open Approach"
BILI,0F514ZZ,"Destruction of Right Lobe Liver, Percutaneous Endoscopic Approach"
BILI,0F520ZZ,"Destruction of Left Lobe Liver, Open Approach"
BILI,0F524ZZ,"Destruction of Left Lobe Liver, Percutaneous Endoscopic Approach"
BILI,0F550ZZ,"Destruction of Right Hepatic Duct, Open Approach"
BILI,0F554ZZ,"Destruction of Right Hepatic Duct, Percutaneous Endoscopic Approach"
BILI,0F560ZZ,"Destruction of Left Hepatic Duct, Open Approach"
BILI,0F564ZZ,"Destruction of Left Hepatic Duct, Percutaneous Endoscopic Approach"
BILI,0F580ZZ,"Destruction of Cystic Duct, Open Approach"
BILI,0F584ZZ,"Destruction of Cystic Duct, Percutaneous Endoscopic Approach"
BILI,0F590ZZ,"Destruction of Common Bile Duct, Open Approach"
BILI,0F594ZZ,"Destruction of Common Bile Duct, Percutaneous Endoscopic Approach"
BILI,0F5C0ZZ,"Destruction of Ampulla of Vater, Open Approach"
BILI,0F5C4ZZ,"Destruction of Ampulla of Vater, Percutaneous Endoscopic Approach"
BILI,0F5D0ZZ,"Destruction of Pancreatic Duct, Open Approach"
BILI,0F5D4ZZ,"Destruction of Pancreatic Duct, Percutaneous Endoscopic Approach"
BILI,0F5F0ZZ,"Destruction of Accessory Pancreatic Duct, Open Approach"
BILI,0F5F4ZZ,"Destruction of Accessory Pancreatic Duct, Percutaneous Endoscopic Approach"
BILI,0F5G0ZZ,"Destruction of Pancreas, Open Approach"
BILI,0F5G4ZZ,"Destruction of Pancreas, Percutaneous Endoscopic Approach"
BILI,0F750DZ,"Dilation of Right Hepatic Duct with Intraluminal Device, Open Approach"
BILI,0F750ZZ,"Dilation of Right Hepatic Duct, Open Approach"
BILI,0F754DZ,"Dilation of Right Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F754ZZ,"Dilation of Right Hepatic Duct, Percutaneous Endoscopic Approach"
BILI,0F760DZ,"Dilation of Left Hepatic Duct with Intraluminal Device, Open Approach"
BILI,0F760ZZ,"Dilation of Left Hepatic Duct, Open Approach"
BILI,0F764DZ,"Dilation of Left Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F764ZZ,"Dilation of Left Hepatic Duct, Percutaneous Endoscopic Approach"
BILI,0F780DZ,"Dilation of Cystic Duct with Intraluminal Device, Open Approach"
BILI,0F780ZZ,"Dilation of Cystic Duct, Open Approach"
BILI,0F784DZ,"Dilation of Cystic Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F784ZZ,"Dilation of Cystic Duct, Percutaneous Endoscopic Approach"
BILI,0F790DZ,"Dilation of Common Bile Duct with Intraluminal Device, Open Approach"
BILI,0F790ZZ,"Dilation of Common Bile Duct, Open Approach"
BILI,0F794DZ,"Dilation of Common Bile Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F794ZZ,"Dilation of Common Bile Duct, Percutaneous Endoscopic Approach"
BILI,0F7C0DZ,"Dilation of Ampulla of Vater with Intraluminal Device, Open Approach"
BILI,0F7C0ZZ,"Dilation of Ampulla of Vater, Open Approach"
BILI,0F7C4DZ,"Dilation of Ampulla of Vater with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F7C4ZZ,"Dilation of Ampulla of Vater, Percutaneous Endoscopic Approach"
BILI,0F7D0DZ,"Dilation of Pancreatic Duct with Intraluminal Device, Open Approach"
BILI,0F7D0ZZ,"Dilation of Pancreatic Duct, Open Approach"
BILI,0F7D4DZ,"Dilation of Pancreatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F7D4ZZ,"Dilation of Pancreatic Duct, Percutaneous Endoscopic Approach"
BILI,0F7F0DZ,"Dilation of Accessory Pancreatic Duct with Intraluminal Device, Open Approach"
BILI,0F7F0ZZ,"Dilation of Accessory Pancreatic Duct, Open Approach"
BILI,0F7F4DZ,"Dilation of Accessory Pancreatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
BILI,0F7F4ZZ,"Dilation of Accessory Pancreatic Duct, Percutaneous Endoscopic Approach"
BILI,0F8G0ZZ,"Division of Pancreas, Open Approach"
BILI,0F8G4ZZ,"Division of Pancreas, Percutaneous Endoscopic Approach"
BILI,0F9000Z,"Drainage of Liver with Drainage Device, Open Approach"
BILI,0F900ZX,"Drainage of Liver, Open Approach, Diagnostic"
BILI,0F900ZZ,"Drainage of Liver, Open Approach"
BILI,0F9040Z,"Drainage of Liver with Drainage Device, Percutaneous Endoscopic Approach"
BILI,0F904ZX,"Drainage of Liver, Percutaneous Endoscopic Approach, Diagnostic"
BILI,0F904ZZ,"Drainage of Liver, Percutaneous Endoscopic Approach"
BILI,0F9100Z,"Drainage of Right Lobe Liver with Drainage Device, Open Approach"
BILI,0F910ZX,"Drainage of Right Lobe Liver, Open Approach, Diagnostic"
BILI,0F910ZZ,"Drainage of Right Lobe Liver, Open Approach"
BILI,0F9140Z,"Drainage of Right Lobe Liver with Drainage Device, Percutaneous Endoscopic Approach"
BILI,0F914ZX,"Drainage of Right Lobe Liver, Percutaneous Endoscopic Approach, Diagnostic"
BILI,0F914ZZ,"Drainage of Right Lobe Liver, Percutaneous Endoscopic Approach"
BILI,0F9200Z,"Drainage of Left Lobe Liver with Drainage Device, Open Approach"
BILI,0F920ZX,"Drainage of Left Lobe Liver, Open Approach, Diagnostic"
BILI,0F920ZZ,"Drainage of Left Lobe Liver, Open Approach"
BILI,0F9240Z,"Drainage of Left Lobe Liver with Drainage Device, Percutaneous Endoscopic Approach"
BILI,0F924ZX,"Drainage of Left Lobe Liver, Percutaneous Endoscopic Approach, Diagnostic"
BILI,0F924ZZ,"Drainage of Left Lobe Liver, Percutaneous Endoscopic Approach"
BILI,0F9500Z,"Drainage of Right Hepatic Duct with Drainage Device, Open Approach"
BILI,0F950ZX,"Drainage of Right Hepatic Duct, Open Approach, Diagnostic"
BILI,0F950ZZ,"Drainage of Right Hepatic Duct, Open Approach"
BILI,0F9540Z,"Drainage of Right Hepatic Duct with Drainage Device, Percutaneous Endoscopic Approach"
BILI,0F954ZX,"Drainage of Right Hepatic Duct, Percutaneous Endoscopic Approach, Diagnostic"
BILI,0F954ZZ,"Drainage of Right Hepatic Duct, Percutaneous Endoscopic Approach"
BILI,0F9600Z,"Drainage of Left Hepatic Duct with Drainage Device, Open Approach"
BILI,0F960ZX,"Drainage of Left Hepatic Duct, Open Approach, Diagnostic"
BILI,0F960ZZ,"Drainage of Left Hepatic Duct, Open Approach"
BILI,0F9640Z,"Drainage of Left Hepatic Duct with Drainage Device, Percutaneous Endoscopic Approach"
BILI,0F964ZX,"Drainage of Left Hepatic Duct, Percutaneous Endoscopic Approach, Diagnostic"
BILI,0F964ZZ,"Drainage of Left Hepatic Duct, Percutaneous Endoscopic Approach"
BILI,0F9800Z,"Drainage of Cystic Duct with Drainage Device, Open Approach"
BILI,0F980ZX,"Drainage of Cystic Duct, Open Approach, Diagnostic"
BILI,0F980ZZ,"Drainage of Cystic Duct, Open Approach"
BILI,0F9840Z,"Drainage of Cystic Duct with Drainage Device, Percutaneous Endoscopic Approach"
BILI,0F984ZX,"Drainage of Cystic Duct, Percutaneous Endoscopic Approach, Diagnostic"
BILI,0F984ZZ,"Drainage of Cystic Duct, Percutaneous Endoscopic Approach"
BILI,0F9900Z,"Drainage of Common Bile Duct with Drainage Device, Open Approach"
BILI,0F990ZX,"Drainage of Common Bile Duct, Open Approach, Diagnostic"
BILI,0F990ZZ,"Drainage of Common Bile Duct, Open Approach"
BILI,0F9940Z,"Drainage of Common Bile Duct with Drainage Device, Percutaneous Endoscopic Approach"
BILI,0F994ZX,"Drainage of Common Bile Duct, Percutaneous Endoscopic Approach, Diagnostic"
BILI,0F994ZZ,"Drainage of Common Bile Duct, Percutaneous Endoscopic Approach"
BILI,0F9C00Z,"Drainage of Ampulla of Vater with Drainage Device, Open Approach"
BILI,0F9C0ZX,"Drainage of Ampulla of Vater, Open Approach, Diagnostic"
BILI,0F9C0ZZ,"Drainage of Ampulla of Vater, Open Approach"
BILI,0F9C40Z,"Drainage of Ampulla of Vater with Drainage Device, Percutaneous Endoscopic Approach"
BILI,0F9C4ZX,"Drainage of Ampulla of Vater, Percutaneous Endoscopic Approach, Diagnostic"
BILI,0F9C4ZZ,"Drainage of Ampulla of Vater, Percutaneous Endoscopic Approach"
BILI,0F9D00Z,"Drainage of Pancreatic Duct with Drainage Device, Open Approach"
BILI,0F9D0ZX,"Drainage of Pancreatic Duct, Open Approach, Diagnostic"
BILI,0F9D0ZZ,"Drainage of Pancreatic Duct, Open Approach"
BILI,0F9D40Z,"Drainage of Pancreatic Duct with Drainage Device, Percutaneous Endoscopic Approach"
BILI,0F9D4ZX,"Drainage of Pancreatic Duct, Percutaneous Endoscopic Approach, Diagnostic"
BILI,0F9D4ZZ,"Drainage of Pancreatic Duct, Percutaneous Endoscopic Approach"
BILI,0F9F00Z,"Drainage of Accessory Pancreatic Duct with Drainage Device, Open Approach"
BILI,0F9F0ZX,"Drainage of Accessory Pancreatic Duct, Open Approach, Diagnostic"
BILI,0F9F0ZZ,"Drainage of Accessory Pancreatic Duct, Open Approach"
BILI,0F9F40Z,"Drainage of Accessory Pancreatic Duct with Drainage Device, Percutaneous Endoscopic Approach"
BILI,0F9F4ZX,"Drainage of Accessory Pancreatic Duct, Percutaneous Endoscopic Approach, Diagnostic"
BILI,0F9F4ZZ,"Drainage of Accessory Pancreatic Duct, Percutaneous Endoscopic Approach"
BILI,0F9G00Z,"Drainage of Pancreas with Drainage Device, Open Approach"
BILI,0F9G0ZX,"Drainage of Pancreas, Open Approach, Diagnostic"
BILI,0F9G0ZZ,"Drainage of Pancreas, Open Approach"
BILI,0F9G40Z,"Drainage of Pancreas with Drainage Device, Percutaneous Endoscopic Approach"
BILI,0F9G4ZX,"Drainage of Pancreas, Percutaneous Endoscopic Approach, Diagnostic"
BILI,0F9G4ZZ,"Drainage of Pancreas, Percutaneous Endoscopic Approach"
BILI,0FB00ZX,"Excision of Liver, Open Approach, Diagnostic"
BILI,0FB00ZZ,"Excision of Liver, Open Approach"
BILI,0FB04ZX,"Excision of Liver, Percutaneous Endoscopic Approach, Diagnostic"
BILI,0FB04ZZ,"Excision of Liver, Percutaneous Endoscopic Approach"
BILI,0FB10ZX,"Excision of Right Lobe Liver, Open Approach, Diagnostic"
BILI,0FB10ZZ,"Excision of Right Lobe Liver, Open Approach"
BILI,0FB14ZX,"Excision of Right Lobe Liver, Percutaneous Endoscopic Approach, Diagnostic"
BILI,0FB14ZZ,"Excision of Right Lobe Liver, Percutaneous Endoscopic Approach"
